Tweet id,Contenido,Fecha,Categoria,Autor username,Autor displayname,Autor location,Link,Likes,Respuestas,Retweets,Hashtags,Mentioned users,Topico
1727753905269014529,El papa Francisco recibirá a Alberto Fernández en Roma https://t.co/I12L9OUKTy https://t.co/h5z80eBBM1,2023-11-23 18:20:05+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727753905269014529,3,2,0,[],[],Politica
1727750383748153701,"La advertencia de Héctor Daer a Javier Milei: “Si avanzan sobre los derechos, vamos a tomar medidas” https://t.co/GonQcMTMW9 https://t.co/xQD5ZmBgj6",2023-11-23 18:06:06+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727750383748153701,33,196,20,[],[],Politica
1727734538292629666,La foto que publicó Martín Tetaz para anunciar su rol político tras la asunción de Milei https://t.co/Tc9hQAFMWo https://t.co/Hdao30pOWT,2023-11-23 17:03:08+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727734538292629666,11,34,4,[],[],Politica
1727727351092629505,La asunción de Milei: los líderes internacionales que confirmaron su presencia y los que están en duda https://t.co/o65GgRNTpV https://t.co/vzQdTLlrps,2023-11-23 16:34:34+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727727351092629505,9,4,3,[],[],Politica
1727724954064691240,"Los ministros de la Corte recibieron a Cúneo Libarona, el ministro de Justicia de Javier Milei https://t.co/fOgek80LI0 https://t.co/ls6grJcJhf",2023-11-23 16:25:03+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727724954064691240,17,5,4,[],[],Politica
1727722461360476339,Caso Chocolate: Facundo y Claudio Albini se negaron a declarar ante la fiscalía que investiga la defraudación en la Legislatura https://t.co/MeSWMS33Ro https://t.co/2H0h6XSZB7,2023-11-23 16:15:08+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727722461360476339,4,0,3,[],[],Politica
1727722446911103194,Aerolíneas. El fiscal Stornelli denunció al sindicalista Biró por “conductas incitadoras de la violencia” https://t.co/XcVQjKe8iy https://t.co/5CcGBCd5PP,2023-11-23 16:15:05+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727722446911103194,84,9,29,[],[],Politica
1727715272491151605,"Rubén Eslaiman y el caso Chocolate: “Massa me dijo que no me preocupara, que no era asunto mío” https://t.co/gF6QzrSORr https://t.co/xv7ukgou38",2023-11-23 15:46:35+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727715272491151605,8,0,9,[],[],Politica
1727712752859541567,El presidente de la Cámara de la Construcción denunció la llegada de “telegramas de despido” tras los anuncios de Milei https://t.co/0ITSLkJKUH https://t.co/l7jlGXeHLC,2023-11-23 15:36:34+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727712752859541567,4,8,2,[],[],Politica
1727711629641678983,El nuevo Senado. Se termina la experiencia Juntos por el Cambio y nace una nueva oposición fragmentada https://t.co/BfrHAg4RlM https://t.co/XqzJj49JSA,2023-11-23 15:32:06+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727711629641678983,6,0,3,[],[],Politica
1727705581673394631,La CGT reúne a sus sindicatos con advertencias a Javier Milei https://t.co/bOm3x3J3hc https://t.co/CF4ydUr5tV,2023-11-23 15:08:04+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727705581673394631,34,165,28,[],[],Politica
1727703074930905599,Héctor Daer se negó a reunirse con Milei hasta que sea presidente y fustigó a Macri por la definición de “orcos” https://t.co/Ju3ipsIXrQ https://t.co/eZOcRYciVs,2023-11-23 14:58:06+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727703074930905599,13,45,3,[],[],Politica
1727698294388994155,Javier Milei viajará mañana a Estados Unidos para visitar la tumba de un rabino https://t.co/i4Gv9f8Czg https://t.co/SutpLCHw2N,2023-11-23 14:39:07+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727698294388994155,27,0,7,[],[],Politica
1727697152212861409,El Gobierno les otorga un aumento de 19% a los estatales antes del cambio de gestión https://t.co/n1ng9ojLtq https://t.co/TOJYtTgCYq,2023-11-23 14:34:34+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727697152212861409,14,10,10,[],[],Politica
1727694768296399107,"Tras el triunfo de Javier Milei, Gabriel Boric designó a José Antonio Viera Gallo como embajador de Chile en la Argentina https://t.co/yxpo816Ofh https://t.co/SOn1NrwlLU",2023-11-23 14:25:06+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727694768296399107,4,1,0,[],[],Politica
1727686219440787931,El líder del Polo Obrero habló sobre la movilización de este jueves: “No es una marcha contra Milei” https://t.co/DEeH5m1d0j https://t.co/9AM9OuWS8O,2023-11-23 13:51:08+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727686219440787931,5,9,3,[],[],Politica
1727685070428004607,“La oferta va a mejorar”: Daniel Lipovetzky se alineó con la propuesta de Javier Milei para derogar la Ley de Alquileres https://t.co/uokFjLQz0M https://t.co/NQ3LEFagIh,2023-11-23 13:46:34+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727685070428004607,645,161,56,[],[],Politica
1727682561365950974,Se abre un conflicto entre Javier Milei y los gobernadores por los recursos coparticipables https://t.co/BH49PejcQv https://t.co/Lv167lU4vo,2023-11-23 13:36:36+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727682561365950974,0,1,2,[],[],Politica
1727674146338058525,Un intendente dijo que ahora es Kicillof quien tiene que conducir el kirchnerismo https://t.co/m1SkJtVBWN https://t.co/5nfqupcUTw,2023-11-23 13:03:09+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727674146338058525,2,5,0,[],[],Politica
1727665833919545487,Javier Milei confirmó que Donald Trump lo llamó para felicitarlo https://t.co/KupTcELRpL https://t.co/BIS9TqnZey,2023-11-23 12:30:07+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727665833919545487,18,1,0,[],[],Politica
1727657288377500039,Malena Galmarini estalló contra sus detractores y entre varios mensajes apuntó al futuro ministro del Interior https://t.co/86Cm4yEaNN https://t.co/6l9xgGCASW,2023-11-23 11:56:10+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727657288377500039,11,33,2,[],[],Politica
1727647704598323523,La reacción de José Mujica luego del triunfo de Javier Milei en el balotaje https://t.co/g6NdLlAxrg https://t.co/dzz7cVTEDL,2023-11-23 11:18:05+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727647704598323523,0,5,0,[],[],Politica
1727534990920151357,Malena Galmarini le respondió a Javier Milei por la privatización de AySA https://t.co/bmpHx2nr31 https://t.co/YezHzeaWXJ,2023-11-23 03:50:12+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727534990920151357,7,17,4,[],[],Politica
1727531443386192315,Las definiciones de Carlos Rodríguez sobre el próximo ministro de Economía de Javier Milei https://t.co/1VLFikOc2l https://t.co/2UaVOv1vp8,2023-11-23 03:36:06+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727531443386192315,4,3,0,[],[],Politica
1727526526328173015,"Las principales 15 definiciones de Javier Milei sobre ajuste fiscal, obra pública, Banco Central, jubilados y tarifas https://t.co/IO0usmISlt https://t.co/u5chS0rON3",2023-11-23 03:16:34+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727526526328173015,2,1,1,[],[],Politica
1727507284027421062,"Milei reconoció que tiene un plan de privatizaciones: “Todo lo que pueda estar en manos del sector privado, va a estar en el sector privado” https://t.co/vUkNVCq7F3 https://t.co/39xn4urlpM",2023-11-23 02:00:06+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727507284027421062,29,5,9,[],[],Politica
1727498730985898043,Javier Milei dice que tiene el aval para al ajuste: “La diferencia de votos es un mandato” https://t.co/LXIN9JMHMP https://t.co/eGdXNw95lC,2023-11-23 01:26:07+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727498730985898043,13,3,6,[],[],Politica
1727489161354178561,La peor oposición que enfrenta Milei https://t.co/LwcQFfQawt https://t.co/SPqkuEBRNS,2023-11-23 00:48:05+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727489161354178561,3,0,1,[],[],Politica
1727484380451688605,Dos gobernadores de Juntos por el Cambio hablaron de su “predisposición” con el nuevo gobierno y enviaron un contundente mensaje a Javier Milei https://t.co/G2IBhLXKcv https://t.co/ej6Wjrxv7h,2023-11-23 00:29:06+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727484380451688605,14,2,4,[],[],Politica
1727478216603083032,"Caso “Chocolate”: Rubén Eslaiman, la pieza clave de Massa que Albini colocó bajo la lupa https://t.co/OQCPv1fGSG https://t.co/fosNAPWCW4",2023-11-23 00:04:36+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727478216603083032,6,0,2,[],[],Politica
1727475818346242130,Diana Mondino se reunió con el embajador chino en la Argentina y lo invitó a la asunción de Javier Milei https://t.co/c85jdLnkfx https://t.co/gB3kxnPXhf,2023-11-22 23:55:04+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727475818346242130,41,7,11,[],[],Politica
1727452930574524779,Un hermano de Joaquín de la Torre se sumaría al Gabinete de Milei https://t.co/MewIpEd4gs https://t.co/1tOqOOxNFp,2023-11-22 22:24:07+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727452930574524779,5,0,1,[],[],Politica
1727439598073332183,Intrigas y tensión en Pro por el reparto de poder de Milei: el mensaje que llevó un emisario de Macri al búnker libertario https://t.co/EDVfNcWQlw https://t.co/S66a6NgYz7,2023-11-22 21:31:09+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727439598073332183,16,9,7,[],[],Politica
1727438599300530352,"En la justicia hay optimismo por la relación con el nuevo gobierno, pero esperan conocer los detalles de sus reformas https://t.co/eFExJ3q433 https://t.co/vvlahjBChp",2023-11-22 21:27:10+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727438599300530352,8,0,3,[],[],Politica
1727435935833559476,Victoria Villarruel contó detalles de su reunión con Cristina Kirchner: “No hubo fotos” https://t.co/ee4gYVZ5zx https://t.co/g8OPJzMeW5,2023-11-22 21:16:35+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727435935833559476,9,2,3,[],[],Politica
1727433551317197133,La fuerte reacción de ATE a una respuesta de Javier Milei sobre el pago de aguinaldos en el sector público https://t.co/xp26XMLcft https://t.co/eC9rnQ5l4f,2023-11-22 21:07:07+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727433551317197133,2,3,0,[],[],Politica
1727432560748482598,Yategate: peritaron una computadora de Martín Insaurralde y el celular de Sofía Clerici https://t.co/f6yK8R8MlH https://t.co/DwX2AEjVSQ,2023-11-22 21:03:11+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727432560748482598,36,5,20,[],[],Politica
1727428763829576067,"Tras la crítica de Diana Mondino, Pablo Biró dio marcha atrás con su advertencia sobre el futuro de Aerolíneas Argentinas https://t.co/YsaTx7DS1d https://t.co/GvsQdJLWte",2023-11-22 20:48:06+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727428763829576067,124,11,24,[],[],Politica
1727420328081813610,Cumbre de vicepresidentas: Cristina Kirchner y Victoria Villarruel se reúnen para iniciar la transición en el Senado https://t.co/Cbdzh0mnf3 https://t.co/ZxEOp6to9v,2023-11-22 20:14:34+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727420328081813610,8,8,2,[],[],Politica
1727405734651167098,"Bariloche tendrá un gobierno integrado por peronistas, libertarios, gremialistas y “vecinos comunes” https://t.co/UVHGv3UNUn https://t.co/W4rMUPBAZq",2023-11-22 19:16:35+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727405734651167098,5,1,0,[],[],Politica
1727398581643178025,"Javier Milei conversó con el presidente de Estados Unidos, Joe Biden, que no podrá venir a la asunción https://t.co/j3gvkM1hDp https://t.co/4pMK1PLKXf",2023-11-22 18:48:10+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727398581643178025,8,1,2,[],[],Politica
1727396168383295517,Javier Milei está ante el desafío de conformar el gabinete económico: nuevos hombres de consulta y un “tapado” en el mundo libertario https://t.co/bXR7y2DBaR https://t.co/yRaOj5zkLl,2023-11-22 18:38:34+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727396168383295517,5,1,2,[],[],Politica
1727393811490586833,La detención de Facundo Albini le abre el camino a una militante de Grabois para ingresar al Concejo Deliberante de La Plata https://t.co/kXuezVorHz https://t.co/dkH4Ml2Yvn,2023-11-22 18:29:12+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727393811490586833,4,3,4,[],[],Politica
1727388873230324023,Diana Mondino respondió a la advertencia de Pablo Biró por el futuro de Aerolíneas Argentinas https://t.co/bLszaiewky https://t.co/k4AZ9G6O3T,2023-11-22 18:09:35+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727388873230324023,25,5,5,[],[],Politica
1727385232498942211,"Javier Milei conversó con el canciller británico David Cameron, pero no tocaron la disputa por Malvinas https://t.co/uPAQPiUaSE https://t.co/uDSE1QaIn4",2023-11-22 17:55:07+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727385232498942211,34,14,11,[],[],Politica
1727362327123828953,Ricardo Lorenzetti se mostró abierto a trabajar con Milei y habló de una “gran autocrítica” en el Poder Judicial https://t.co/2LYfJsDPxm https://t.co/nSMkyfon1L,2023-11-22 16:24:06+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727362327123828953,35,7,7,[],[],Politica
1727358852168036718,Los gobernadores de Juntos por el Cambio se reúnen en la Casa de Mendoza y definen su estrategia para negociar con Javier Milei https://t.co/1g6ALw4DEC https://t.co/ztmDl8i44E,2023-11-22 16:10:17+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727358852168036718,9,2,4,[],[],Politica
1727355026862215595,"Facundo Albini: “Tengo muchas ganas de hablar ante el juez, la Justicia tiene que ir para arriba” https://t.co/KA7gxLOdxU https://t.co/3VXo8qf1NP",2023-11-22 15:55:05+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727355026862215595,60,16,20,[],[],Politica
1727352640319971763,La lista de líderes del mundo que saludaron a Javier Milei tras su victoria en el balotaje https://t.co/8N5C8LuRP3 https://t.co/CR2498QruZ,2023-11-22 15:45:36+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727352640319971763,7,0,2,[],[],Politica
1727352635072913426,Los gobernadores patagónicos se suman al pedido de una “compensación” por la caída en la coparticipación https://t.co/dUOFNobtSV https://t.co/8tL0XkFRcw,2023-11-22 15:45:35+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727352635072913426,2,0,0,[],[],Politica
1727348994530308280,"Axel Kicillof recibe a tres intendentes ultrakirchneristas para diseñar su nuevo gabinete, que tendría presencia de La Cámpora https://t.co/70U8RdnzIP https://t.co/BHtFy6mRSg",2023-11-22 15:31:07+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727348994530308280,3,6,0,[],[],Politica
1727345350833566132,José Luis Espert aseguró que “hay 650 mil ñoquis” en el Estado a los que hay que echar https://t.co/4GVeaSxJ1L https://t.co/lpThWgXCV1,2023-11-22 15:16:38+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727345350833566132,174,17,61,[],[],Politica
1727345346324595098,Graciela Camaño y “Topo” Rodríguez rompieron el interbloque con Randazzo y crearon un nuevo espacio https://t.co/nOqsJa8bWe https://t.co/w2QHFotBoH,2023-11-22 15:16:37+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727345346324595098,8,8,1,[],[],Politica
1727345340742062162,"Tras la victoria de Milei, The Wall Street Journal habló sobre los riesgos de la dolarización: “Puede funcionar mejor en YouTube que en la realidad” https://t.co/7QQqUElZHB https://t.co/SSw91YKhR1",2023-11-22 15:16:36+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727345340742062162,13,1,7,[],[],Politica
1727344230883012914,Javier Milei se reunió con miembros de su futuro gabinete para avanzar con la transición https://t.co/YhjL93AW7z https://t.co/0MIqBSgMWp,2023-11-22 15:12:11+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727344230883012914,13,1,2,[],[],Politica
1727341978009121136,El fuerte mensaje del cura Francisco “Paco” Olveira para los votantes de Milei: “No se acerquen al comedor” https://t.co/te4nKFfdr5 https://t.co/zEFvRVoQ20,2023-11-22 15:03:14+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727341978009121136,48,109,32,[],[],Politica
1727338192398152012,Federico Angelini explicó quiénes son los orcos a los que se refirió Mauricio Macri https://t.co/TI0fan6GtN https://t.co/Cn2ix7w8or,2023-11-22 14:48:12+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727338192398152012,1,0,1,[],[],Politica
1727338187591385284,"Alberto Benegas Lynch (h.), el “prócer” de Milei: “Con quienes no acepten ceder los curros no se va a poder acordar” https://t.co/hGAcN9qFTK https://t.co/l87bMpSKpl",2023-11-22 14:48:10+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727338187591385284,6,0,1,[],[],Politica
1727334517692862584,Ñoquis en la Legislatura bonaerense: dos alfiles de Sergio Massa se presentaron ante la Justicia y quedaron detenidos https://t.co/3YJ6aKgdJR https://t.co/78Q0uq3Cs9,2023-11-22 14:33:35+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727334517692862584,4,1,1,[],[],Politica
1727330870187774014,A qué hora es la reunión entre Cristina Kirchner y Victoria Villarruel https://t.co/Gi6vs47Fos https://t.co/k5YyNdUT8e,2023-11-22 14:19:06+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727330870187774014,6,9,1,[],[],Politica
1727327214218395873,Jorge Capitanich contradijo a Alberto Fernández sobre la derrota en el balotaje https://t.co/AVbg6YYBFb https://t.co/TFxGmxYJ0G,2023-11-22 14:04:34+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727327214218395873,3,1,1,[],[],Politica
1727323688868159637,Javier Milei diseña la nueva Cancillería con aporte mayoritario de diplomáticos de Pro https://t.co/CWbKGZuI8F https://t.co/RaxpMaYxA0,2023-11-22 13:50:34+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727323688868159637,20,0,4,[],[],Politica
1727311617896161693,Alberto Fernández: “Decían que era un títere y resulta que el títere es el único que termina enfrentado a Cristina” https://t.co/CLs1s2RS4O https://t.co/LYZp58FBCU,2023-11-22 13:02:36+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727311617896161693,6,5,1,[],[],Politica
1727311612133138613,"Tres datos sobre Karina Milei, la hermana del presidente electo de la Argentina a quien él mismo llama “El Jefe” https://t.co/5mLP7b3Bs7 https://t.co/rNmRYOj6YG",2023-11-22 13:02:34+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727311612133138613,9,2,1,[],[],Politica
1727309229344841847,"Postales de fin de ciclo en la Casa Rosada: casi sin actividad, pasillos vacíos y preparativos para la retirada https://t.co/QbN8IxutIe https://t.co/e9YPa3JRRU",2023-11-22 12:53:06+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727309229344841847,7,0,4,[],[],Politica
1727305574541631851,La advertencia del principal sindicalista aeronáutico a Milei por el futuro de Aerolíneas: “Nos va a tener que matar y cargar muertos” https://t.co/rVdX4hI0hM https://t.co/lU6ik9VYlR,2023-11-22 12:38:35+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727305574541631851,50,128,20,[],[],Politica
1727305569017667658,"Quién es Fabio Bartucci, el oftalmólogo del Papa que intercedió para la conversación telefónica con Milei https://t.co/cqBTydLB5C https://t.co/KU3vcjvORK",2023-11-22 12:38:34+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727305569017667658,5,0,1,[],[],Politica
1727297019193270331,La presidencia de la Cámara de Diputados provoca el primer chispazo entre Javier Milei y el macrismo https://t.co/4M76n8tQAj https://t.co/WORdhm9Ulc,2023-11-22 12:04:35+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727297019193270331,11,6,4,[],[],Politica
1727115722940461393,Kicillof intenta acordar con Massa el envío de fondos a la provincia antes del desembarco de Milei https://t.co/TXzEM7O9S7 https://t.co/w5e03vKXCV,2023-11-22 00:04:11+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727115722940461393,21,26,11,[],[],Politica
1727115717437526460,"Tobías, uno de los niños que saludó a Milei, relató su vivencia con el presidente electo y le dejó un mensaje https://t.co/KI1Cb4lsjz https://t.co/u3O4lDOn5x",2023-11-22 00:04:09+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727115717437526460,71,4,18,[],[],Politica
1727115704934232218,Cambio en la Ciudad: Jorge Macri define su gabinete con nombres del Pro y sin representantes de la UCR https://t.co/6sqBeO913O https://t.co/gqD33WDg3P,2023-11-22 00:04:06+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727115704934232218,2453,197,298,[],[],Politica
1727113454119731301,Javier Milei anticipó que habrá inflación alta en sus primeros meses: “Hay precios reprimidos” https://t.co/DxSSZhXkiB https://t.co/NUvVPWRmU4,2023-11-21 23:55:10+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727113454119731301,52,20,14,[],[],Politica
1727103619131187349,Javier Milei dijo que “hay riesgo de una hiperinflación” y anticipó “seis meses muy duros” por el ajuste fiscal https://t.co/9QWhEkCzY2 https://t.co/HDQLUhuSc7,2023-11-21 23:16:05+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727103619131187349,21,2,11,[],[],Politica
1727101227778150811,Qué dicen los primeros días del presidente electo https://t.co/g6CVgGAng2 https://t.co/RUMcTumU6m,2023-11-21 23:06:35+00:00,Tweet,Politica_ln,LA NACION Política,Argentina,https://twitter.com/Politica_ln/status/1727101227778150811,3,0,2,[],[],Politica
