User id,Autor username,Autor displayname,Autor location,Fecha Creacion,Link,Verified,Followers,Following,Tweets
20856420,CarlosMaslaton,Carlos Maslatón,"Buenos Aires, Argentina",2009-02-14 16:37:16+00:00,https://twitter.com/CarlosMaslaton,False,332402,12099,101747
